kernel,dtype,align,stride,N,build,median_ms,stdev_ms,gflops,cpe
saxpy,f32,aligned,2,4096,native,0.0001486447274906818,7.432236374534091e-06,55.11127194547508,0.14153184502286595
saxpy,f32,aligned,2,8192,scalar,0.0014582955025620695,7.291477512810348e-05,11.235034306294617,0.6942568920888759
saxpy,f32,aligned,2,8192,auto,0.0005789942970073521,2.8949714850367604e-05,28.29734262441614,0.2756442576084806
saxpy,f32,aligned,2,8192,native,0.0005247631997088958,2.6238159985444792e-05,31.2217015390728,0.2498262303301628
saxpy,f32,aligned,2,16384,scalar,0.0031478792392146573,0.0001573939619607329,10.409547987671555,0.7493120747642312
saxpy,f32,aligned,2,16384,auto,0.0011175511435861044,5.5877557179305224e-05,29.321253159699626,0.26601864379796186
saxpy,f32,aligned,2,16384,native,0.001093812759296631,5.469063796483155e-05,29.957595321041275,0.2603680274204627
saxpy,f32,aligned,2,32768,scalar,0.0055576163409107445,0.00027788081704553723,11.792105820183407,0.6614594644028291
saxpy,f32,aligned,2,32768,auto,0.002057056156323104,0.0001028528078161552,31.859120519656923,0.24482785063659993
saxpy,f32,aligned,2,32768,native,0.0021178607428008387,0.00010589303714004193,30.9444330666093,0.252064724637551
saxpy,f32,aligned,2,65536,scalar,0.015914213367039777,0.0007957106683519889,8.236159524633852,0.9470433369667836
saxpy,f32,aligned,2,65536,auto,0.015283506314839703,0.0007641753157419853,8.57604251929638,0.9095104160747504
saxpy,f32,aligned,2,65536,native,0.01656455385576254,0.0008282276927881271,7.9127998943600995,0.9857446294780564
saxpy,f32,aligned,2,262144,scalar,0.05951069460156847,0.0029755347300784237,8.809979508896234,0.885359607490986
saxpy,f32,aligned,2,262144,auto,0.063310823265427,0.0031655411632713504,8.28117489172353,0.9418953351408588
saxpy,f32,aligned,2,262144,native,0.06465709230200124,0.0032328546151000623,8.108746950004313,0.961924209510059
saxpy,f32,aligned,2,1048576,scalar,1.0043443904135823,0.05021721952067912,2.088080562820097,3.7354880548600873
saxpy,f32,aligned,2,1048576,auto,0.9810789455974235,0.049053947279871175,2.1375976004896824,3.648956191854431
saxpy,f32,aligned,2,1048576,native,0.9942926599513677,0.04971463299756839,2.109189863779719,3.698102353868803
saxpy,f32,aligned,2,4194304,scalar,3.5862006698546764,0.17931003349273383,2.3391351383412493,3.334565785511312
saxpy,f32,aligned,2,4194304,auto,4.0304679780934585,0.20152339890467294,2.081298758753092,3.7476599489604205
saxpy,f32,aligned,2,4194304,native,3.9095844243429547,0.19547922121714775,2.1456520922705975,3.6352584969848447
saxpy,f32,aligned,2,16777216,scalar,15.641185588429689,0.7820592794214845,2.1452614196216264,3.635920512370812
saxpy,f32,aligned,2,16777216,auto,15.641046709639218,0.782052335481961,2.145280467663406,3.635888228869018
saxpy,f32,aligned,2,16777216,native,15.624145660978074,0.7812072830489037,2.1476010738816607,3.63195944296208
saxpy,f32,aligned,4,4096,scalar,0.0007327103345452267,3.663551672726134e-05,11.180407336665382,0.6976490001773399
saxpy,f32,aligned,4,4096,auto,0.00016979228317518327,8.489614158759164e-06,48.247186779082895,0.16166745712480826
saxpy,f32,aligned,4,4096,native,0.00015999538224927934,7.999769112463967e-06,51.20147772287908,0.15233935321586656
saxpy,f32,aligned,4,8192,scalar,0.0015281597226242613,7.640798613121307e-05,10.721392376357272,0.7275174460735618
saxpy,f32,aligned,4,8192,auto,0.0008576545385148843,4.2882726925744215e-05,19.103262752355462,0.4083072143808653
saxpy,f32,aligned,4,8192,native,0.0008323032159061543,4.161516079530772e-05,19.685133599012026,0.396238103275635
saxpy,f32,aligned,4,16384,scalar,0.002938213858899147,0.00014691069294495737,11.15235363169824,0.6994039336979171
saxpy,f32,aligned,4,16384,auto,0.0017696934960557897,8.84846748027895e-05,18.51620072799713,0.42125272428085814
saxpy,f32,aligned,4,16384,native,0.0017523337416186,8.761668708093002e-05,18.699634220210115,0.41712045851516966
saxpy,f32,aligned,4,32768,scalar,0.0058566848006684725,0.00029283424003342365,11.189948277995057,0.6970541602358106
saxpy,f32,aligned,4,32768,auto,0.003671215001980442,0.0001835607500990221,17.851310796193225,0.4369427034827797
saxpy,f32,aligned,4,32768,native,0.0032811365648448133,0.00016405682824224068,19.97356669093706,0.39051613168013827
saxpy,f32,aligned,4,65536,scalar,0.024289903686232774,0.0012144951843116388,5.396151491300068,1.4454746151170015
saxpy,f32,aligned,4,65536,auto,0.02544067434243738,0.0012720337171218692,5.152064691200416,1.5139561452561305
saxpy,f32,aligned,4,65536,native,0.024426084582399372,0.0012213042291199688,5.366066737296331,1.4535786418359
saxpy,f32,aligned,4,262144,scalar,0.10063062634155034,0.0050315313170775176,5.210024214899692,1.4971139630586483
saxpy,f32,aligned,4,262144,auto,0.09970983044677638,0.00498549152233882,5.258137514132642,1.4834149884888759
saxpy,f32,aligned,4,262144,native,0.09744704908836599,0.0048723524544183,5.380234752153144,1.449750867632398
saxpy,f32,aligned,4,1048576,scalar,1.481441038404531,0.07407205192022655,1.4156162450167926,5.509967851426764
saxpy,f32,aligned,4,1048576,auto,1.4497917262502047,0.07248958631251023,1.4465194979586151,5.392253620506094
saxpy,f32,aligned,4,1048576,native,1.4397811953402884,0.07198905976701442,1.4565768790335838,5.35502115423882
saxpy,f32,aligned,4,4194304,scalar,6.213497181757789,0.31067485908788944,1.3500622523219485,5.777511360372395
saxpy,f32,aligned,4,4194304,auto,6.277125246600964,0.31385626233004826,1.3363773495745357,5.836674800334873
saxpy,f32,aligned,4,4194304,native,6.127235572398722,0.30636177861993613,1.3690689546502917,5.697302516068224
saxpy,f32,aligned,4,16777216,scalar,24.480905146418,1.2240452573209,1.3706369024884533,5.690785054625881
saxpy,f32,aligned,4,16777216,auto,25.351117278828795,1.26755586394144,1.3235878967757349,5.893072926249045
saxpy,f32,aligned,4,16777216,native,25.232837552809073,1.2616418776404537,1.3297922570053766,5.865577844140255
saxpy,f32,aligned,8,4096,scalar,0.0006959563701712789,3.4797818508563945e-05,11.770852816511905,0.6626537704267548
saxpy,f32,aligned,8,4096,auto,0.00025038204316548014,1.2519102158274007e-05,32.71800124494479,0.23840087117806946
saxpy,f32,aligned,8,4096,native,0.00026926469008687216,1.3463234504343608e-05,30.423595449358906,0.2563799539401371
saxpy,f32,aligned,8,8192,scalar,0.0015339794117272953,7.669897058636477e-05,10.680717012721342,0.7302880500166566
saxpy,f32,aligned,8,8192,auto,0.0015113517426782524,7.556758713391263e-05,10.84062666376132,0.7195156001520001
saxpy,f32,aligned,8,8192,native,0.001556164316504812,7.780821582524061e-05,10.528451157907874,0.740849711226656
saxpy,f32,aligned,8,16384,scalar,0.003021420009005365,0.00015107100045026826,10.845231679916969,0.7192100851514236
saxpy,f32,aligned,8,16384,auto,0.0029387827379718885,0.00014693913689859444,11.150194798889364,0.6995393480279765
saxpy,f32,aligned,8,16384,native,0.002998196888573784,0.0001499098444286892,10.929235543162562,0.7136821206932226
saxpy,f32,aligned,8,32768,scalar,0.005695616003237498,0.0002847808001618749,11.506393682921756,0.6778839847603223
saxpy,f32,aligned,8,32768,auto,0.005941026011032992,0.0002970513005516496,11.031091242201946,0.7070923291939901
saxpy,f32,aligned,8,32768,native,0.005864031203170302,0.00029320156015851515,11.175929617251851,0.697928518443731
saxpy,f32,aligned,8,65536,scalar,0.04294757386156771,0.0021473786930783856,3.0519069697040972,2.5557790841692207
saxpy,f32,aligned,8,65536,auto,0.04055761246284943,0.002027880623142472,3.231748420103903,2.4135542084520383
saxpy,f32,aligned,8,65536,native,0.04488670554180555,0.0022443352770902775,2.920062820781649,2.6711754091345465
saxpy,f32,aligned,8,262144,scalar,0.17286733243448793,0.008643366621724397,3.0328922915420766,2.5718025073795427
saxpy,f32,aligned,8,262144,auto,0.17918016043703155,0.008959008021851579,2.9260382328112047,2.665720465486233
saxpy,f32,aligned,8,262144,native,0.16530461835909938,0.008265230917954969,3.1716476236681017,2.459289595033598
saxpy,f32,aligned,8,1048576,scalar,2.569012973582613,0.12845064867913067,0.8163259670407269,9.555006596538727
saxpy,f32,aligned,8,1048576,auto,2.712350227258212,0.13561751136291061,0.7731862865364231,10.088125120455768
saxpy,f32,aligned,8,1048576,native,2.4911670432331867,0.12455835216165934,0.8418351574201101,9.265471905335835
saxpy,f32,aligned,8,4194304,scalar,10.753433880021749,0.5376716940010875,0.7800864443482339,9.99889186193581
saxpy,f32,aligned,8,4194304,auto,11.247977946826268,0.5623988973413134,0.7457880909489987,10.458734987407313
saxpy,f32,aligned,8,4194304,native,10.74644811820645,0.5373224059103225,0.7805935419525417,9.992396273852624
saxpy,f32,aligned,8,16777216,scalar,41.898901971187804,2.0949450985593905,0.8008427529455077,9.739739757039096
saxpy,f32,aligned,8,16777216,auto,42.904539794612454,2.145226989730623,0.7820718311075661,9.973508429466994
saxpy,f32,aligned,8,16777216,native,38.97072162775825,1.9485360813879127,0.8610164399958066,9.059060475126337
saxpy,f64,aligned,1,4096,scalar,0.001459009011138908,7.29504505569454e-05,5.614769982541296,1.3891931502543313
saxpy,f64,aligned,1,4096,auto,0.00038760718129727005,1.9380359064863502e-05,21.13479934139109,0.36905957203597484
saxpy,f64,aligned,1,4096,native,0.00041604504408650683,2.0802252204325344e-05,19.690175658712246,0.39613663865658605
saxpy,f64,aligned,1,8192,scalar,0.003108442555936414,0.0001554221277968207,5.270806748128676,1.4798493613466814
saxpy,f64,aligned,1,8192,auto,0.0007458308017009928,3.729154008504964e-05,21.967448867267922,0.35507081623948633
saxpy,f64,aligned,1,8192,native,0.0008011103061023586,4.0055515305117934e-05,20.4516155580535,0.38138796311025375
saxpy,f64,aligned,1,16384,scalar,0.005588720915980702,0.0002794360457990351,5.863237848628538,1.3303229719436485
saxpy,f64,aligned,1,16384,auto,0.0014807833256883088,7.403916628441545e-05,22.12882832454136,0.3524813824575442
saxpy,f64,aligned,1,16384,native,0.001499663599157061,7.498317995785306e-05,21.85023362467317,0.35697558817825553
saxpy,f64,aligned,1,32768,scalar,0.011757811342313539,0.000587890567115677,5.57382646242602,1.3993977122504517
saxpy,f64,aligned,1,32768,auto,0.011090673224359032,0.0005545336612179517,5.909109273552468,1.3199958976745676
saxpy,f64,aligned,1,32768,native,0.011784408677216737,0.0005892204338608369,5.561246371801696,1.4025632886091695
saxpy,f64,aligned,1,65536,scalar,0.023091678456623885,0.0011545839228311943,5.676157332876849,1.3741690976079277
saxpy,f64,aligned,1,65536,auto,0.021567103481263613,0.0010783551740631808,6.077403955235277,1.2834427425678725
saxpy,f64,aligned,1,65536,native,0.022440738015501713,0.0011220369007750857,5.840806122751288,1.3354321023629254
saxpy,f64,aligned,1,262144,scalar,0.10382171263047016,0.005191085631523509,5.049887800118307,1.5445887728074403
saxpy,f64,aligned,1,262144,auto,0.098772455439317,0.00493862277196585,5.308038538356554,1.4694693611653757
saxpy,f64,aligned,1,262144,native,0.09285519834290495,0.0046427599171452475,5.6462967002004225,1.3814364377492117
saxpy,f64,aligned,1,1048576,scalar,1.327316013180275,0.06636580065901375,1.5799944995579334,4.936726046946594
saxpy,f64,aligned,1,1048576,auto,1.3870556399601506,0.06935278199800753,1.5119451156698012,5.158917423100077
saxpy,f64,aligned,1,1048576,native,1.3902451622448053,0.06951225811224027,1.5084763874407332,5.170780308489552
saxpy,f64,aligned,1,4194304,scalar,5.903138811577147,0.2951569405788574,1.4210419689857856,5.488930074012488
saxpy,f64,aligned,1,4194304,auto,5.559839871959333,0.27799199359796667,1.5087858990880947,5.169719576988554
saxpy,f64,aligned,1,4194304,native,6.152307742506018,0.3076153871253009,1.3634896612930274,5.7206154336389226
saxpy,f64,aligned,1,16777216,scalar,22.06788085757103,1.1033940428785516,1.520509930997211,5.1298579778985385
saxpy,f64,aligned,1,16777216,auto,21.361984740382884,1.0680992370191442,1.5707544222971197,4.965766697376564
saxpy,f64,aligned,1,16777216,native,23.12591968781203,1.1562959843906016,1.4509447603800196,5.375807689575368
saxpy,f64,aligned,2,4096,scalar,0.0013774451382497902,6.887225691248952e-05,5.947242305714565,1.3115322361265092
saxpy,f64,aligned,2,4096,auto,0.00056682457577344,2.8341228788672003e-05,14.452443225175799,0.5397011341592813
saxpy,f64,aligned,2,4096,native,0.0005472762121310437,2.7363810606552187e-05,14.96867544836473,0.5210881902614918
saxpy,f64,aligned,2,8192,scalar,0.002890100731952928,0.0001445050365976464,5.6690065570582515,1.3759024480732933
saxpy,f64,aligned,2,8192,auto,0.0010968863199914925,5.484431599957463e-05,14.936825905648158,0.5221992978475124
saxpy,f64,aligned,2,8192,native,0.001037628378849392,5.18814189424696e-05,15.789853413770286,0.49398811981355334
saxpy,f64,aligned,2,16384,scalar,0.00555303500511663,0.0002776517502558315,5.900917240717408,1.3218284008761507
saxpy,f64,aligned,2,16384,auto,0.002263366891402532,0.0001131683445701266,14.47754675765129,0.5387653122845382
saxpy,f64,aligned,2,16384,native,0.0024758329875766007,0.00012379164937883003,13.235141531931049,0.5893401276580043
saxpy,f64,aligned,2,32768,scalar,0.01518513171403995,0.0007592565857019976,4.315800562955038,1.8073124293443543
saxpy,f64,aligned,2,32768,auto,0.015262279957210467,0.0007631139978605234,4.293984921239658,1.816494501743189
saxpy,f64,aligned,2,32768,native,0.015625194010737847,0.0007812597005368924,4.194251921285762,1.8596880078698
saxpy,f64,aligned,2,65536,scalar,0.03217568685552843,0.0016087843427764214,4.073634871837373,1.9147518728112924
saxpy,f64,aligned,2,65536,auto,0.02956688252735665,0.0014783441263678326,4.433067973220582,1.7595038125105429
saxpy,f64,aligned,2,65536,native,0.03387925635775347,0.0016939628178876736,3.8687980224808975,2.016130062793557
saxpy,f64,aligned,2,262144,scalar,0.12990490371971739,0.006495245185985869,4.035936943005654,1.9326367359424508
saxpy,f64,aligned,2,262144,auto,0.13366933603362202,0.006683466801681102,3.922275785585747,1.9886413975949322
saxpy,f64,aligned,2,262144,native,0.12398762067833963,0.0061993810339169815,4.228551182219694,1.8446034265347464
saxpy,f64,aligned,2,1048576,scalar,1.9945638197701931,0.09972819098850966,1.0514338920685058,7.418440720657113
saxpy,f64,aligned,2,1048576,auto,1.8049206243372073,0.09024603121686037,1.1619081591303242,6.71309512607108
saxpy,f64,aligned,2,1048576,native,1.9559487279199352,0.09779743639599676,1.0721917042427938,7.274818457496402
saxpy,f64,aligned,2,4194304,scalar,7.904877067230555,0.3952438533615278,1.0611939855174646,7.350211277532378
saxpy,f64,aligned,2,4194304,auto,7.654028851084426,0.38270144255422134,1.09597287431331,7.116964464003864
saxpy,f64,aligned,2,4194304,native,8.06559148110862,0.40327957405543097,1.040048708101316,7.499648756104377
saxpy,f64,aligned,2,16777216,scalar,32.73681952366502,1.636840976183251,1.0249753179518228,7.609939345258092
saxpy,f64,aligned,2,16777216,auto,30.661310495945347,1.5330655247972675,1.0943573988606012,7.127470429789237
saxpy,f64,aligned,2,16777216,native,31.942284453205342,1.5971142226602673,1.0504706402310209,7.425243220776369
saxpy,f64,aligned,4,4096,scalar,0.0013831944784280115,6.915972392140057e-05,5.922522196090702,1.3170064613938586
saxpy,f64,aligned,4,4096,auto,0.0008536438853745726,4.268219426872863e-05,9.596507560533174,0.8127956916408283
saxpy,f64,aligned,4,4096,native,0.0008610653553764988,4.3053267768824945e-05,9.513795844704573,0.8198620327071154
saxpy,f64,aligned,4,8192,scalar,0.002866537343606538,0.0001433268671803269,5.715606683632611,1.3646845263751828
saxpy,f64,aligned,4,8192,auto,0.001736144286518229,8.680721432591145e-05,9.437003667971332,0.8265335348414421
saxpy,f64,aligned,4,8192,native,0.0017023993483515835,8.511996741757919e-05,9.624063834296264,0.8104684397669892
saxpy,f64,aligned,4,16384,scalar,0.00584158917001653,0.0002920794585008265,5.609432475702032,1.39051500018704
saxpy,f64,aligned,4,16384,auto,0.003754292655101219,0.00018771463275506098,8.728142158943266,0.8936609713680881
saxpy,f64,aligned,4,16384,native,0.0034495657381584583,0.00017247828690792293,9.499166703079881,0.8211246569102775
saxpy,f64,aligned,4,32768,scalar,0.02518035424252766,0.0012590177121263831,2.6026639406571492,2.9969293684649005
saxpy,f64,aligned,4,32768,auto,0.026157083351331965,0.0013078541675665984,2.505478119243856,3.113178255315999
saxpy,f64,aligned,4,32768,native,0.02396797672898173,0.0011983988364490867,2.734315071357476,2.8526339490670396
saxpy,f64,aligned,4,65536,scalar,0.05019634683666496,0.0025098173418332485,2.6111860376313474,2.9871483255461633
saxpy,f64,aligned,4,65536,auto,0.05314272957108875,0.002657136478554438,2.4664145228871934,3.162485432849825
saxpy,f64,aligned,4,65536,native,0.049581146893176636,0.002479057344658832,2.643585479827578,2.950538221487257
saxpy,f64,aligned,4,262144,scalar,0.20321641318346273,0.010160820659173137,2.5799490886923366,3.0233154732341943
saxpy,f64,aligned,4,262144,auto,0.21217232347139647,0.010608616173569825,2.471048020882331,3.1565554105317926
saxpy,f64,aligned,4,262144,native,0.19529276253007438,0.00976463812650372,2.684625857137238,2.905432792157326
saxpy,f64,aligned,4,1048576,scalar,3.2107460723165087,0.16053730361582544,0.6531665702504259,11.941823656114943
saxpy,f64,aligned,4,1048576,auto,2.9899084173351715,0.14949542086675857,0.701410112711458,11.12045557747571
saxpy,f64,aligned,4,1048576,native,3.1903553426417184,0.15951776713208593,0.6573411970666219,11.865983806898788
saxpy,f64,aligned,4,4194304,scalar,11.840541403620271,0.5920270701810136,0.7084649015656636,11.009719723253026
saxpy,f64,aligned,4,4194304,auto,12.09743048780697,0.6048715243903485,0.6934206407265493,11.248583531963153
saxpy,f64,aligned,4,4194304,native,12.25007256878374,0.612503628439187,0.6847802699043823,11.390515093387743
saxpy,f64,aligned,4,16777216,scalar,50.74743522581918,2.5373717612909594,0.6612044894621243,11.79665311459868
saxpy,f64,aligned,4,16777216,auto,47.49423536597097,2.374711768298549,0.7064948354562064,11.040420408683227
saxpy,f64,aligned,4,16777216,native,48.24147645203758,2.4120738226018794,0.6955515143356016,11.214122662719879
saxpy,f64,aligned,8,4096,scalar,0.0015161995842848058,7.58099792142403e-05,5.402982618455328,1.4436470651149274
saxpy,f64,aligned,8,4096,auto,0.0014603045092732886,7.301522546366444e-05,5.6097888816879005,1.390426656778766
saxpy,f64,aligned,8,4096,native,0.0015581408566857366,7.790704283428684e-05,5.257547778719376,1.4835813820982355
saxpy,f64,aligned,8,8192,scalar,0.0031496754855200497,0.0001574837742760025,5.201805733740472,1.4994792960849845
saxpy,f64,aligned,8,8192,auto,0.0029999092289518174,0.00014999546144759088,5.461498581983644,1.4281794424941514
saxpy,f64,aligned,8,8192,native,0.0029799645811004255,0.00014899822905502127,5.49805192447952,1.4186843098500561
saxpy,f64,aligned,8,16384,scalar,0.005876302850796017,0.0002938151425398009,5.57629530539958,1.3987781444155556
saxpy,f64,aligned,8,16384,auto,0.005961372466890768,0.0002980686233445384,5.496720794077572,1.4190278699263914
saxpy,f64,aligned,8,16384,native,0.005694284195949239,0.00028471420979746194,5.754542427529395,1.355450949963503
saxpy,f64,aligned,8,32768,scalar,0.045015742035229164,0.0022507871017614584,1.4558462670394672,5.357708555218315
saxpy,f64,aligned,8,32768,auto,0.04174307541262763,0.0020871537706313816,1.5699849460582582,4.968200503822258
saxpy,f64,aligned,8,32768,native,0.04231014328894328,0.002115507164447164,1.5489429934671535,5.035692102871057
saxpy,f64,aligned,8,65536,scalar,0.08099044076967629,0.004049522038483815,1.6183638310198554,4.819682601955224
saxpy,f64,aligned,8,65536,auto,0.08495953374765816,0.004247976687382908,1.5427579956983097,5.0558804567850775
saxpy,f64,aligned,8,65536,native,0.0843172511163268,0.004215862555816341,1.5545098810108127,5.017658681544106
saxpy,f64,aligned,8,262144,scalar,0.3190581059806236,0.01595290529903118,1.6432367339127874,4.746729329393128
saxpy,f64,aligned,8,262144,auto,0.33099349769683234,0.016549674884841617,1.5839827780550915,4.924295963354668
saxpy,f64,aligned,8,262144,native,0.33341999686582163,0.01667099984329108,1.572455176439191,4.960395766360109
saxpy,f64,aligned,8,1048576,scalar,5.397007112439316,0.2698503556219658,0.3885768457051631,20.07324956752141
saxpy,f64,aligned,8,1048576,auto,5.283419818601411,0.26417099093007057,0.39693078952698924,19.650780956788545
saxpy,f64,aligned,8,1048576,native,5.688794541916229,0.28443972709581145,0.36864611378522205,21.158503259156504
saxpy,f64,aligned,8,4194304,scalar,21.99339572616062,1.0996697863080311,0.38141486219074167,20.45017321873341
saxpy,f64,aligned,8,4194304,auto,20.715040532992973,1.0357520266496487,0.4049525264813946,19.26151706663909
saxpy,f64,aligned,8,4194304,native,22.879392101114572,1.1439696050557286,0.3666447064208208,21.27400140627547
saxpy,f64,aligned,8,16777216,scalar,84.68988065266954,4.234494032633477,0.39620355751371955,19.68684998425312
saxpy,f64,aligned,8,16777216,auto,84.94396446881956,4.247198223440978,0.3950184360928533,19.74591382911183
saxpy,f64,aligned,8,16777216,native,83.70182985689382,4.185091492844691,0.4008805071211523,19.457169559114334
