kernel,dtype,align,stride,N,build,median_ms,stdev_ms,gflops,cpe
saxpy,f32,aligned,2,4096,native,0.0001486447274906818,7.432236374534091e-06,55.11127194547508,0.14153184502286595
saxpy,f32,aligned,2,8192,scalar,0.0014582955025620695,7.291477512810348e-05,11.235034306294617,0.6942568920888759
saxpy,f32,aligned,2,8192,auto,0.0005789942970073521,2.8949714850367604e-05,28.29734262441614,0.2756442576084806
saxpy,f32,aligned,2,8192,native,0.0005247631997088958,2.6238159985444792e-05,31.2217015390728,0.2498262303301628
saxpy,f32,aligned,2,16384,scalar,0.0031478792392146573,0.0001573939619607329,10.409547987671555,0.7493120747642312
saxpy,f32,aligned,2,16384,auto,0.0011175511435861044,5.5877557179305224e-05,29.321253159699626,0.26601864379796186
saxpy,f32,aligned,2,16384,native,0.001093812759296631,5.469063796483155e-05,29.957595321041275,0.2603680274204627
saxpy,f32,aligned,2,32768,scalar,0.0055576163409107445,0.00027788081704553723,11.792105820183407,0.6614594644028291
saxpy,f32,aligned,2,32768,auto,0.002057056156323104,0.0001028528078161552,31.859120519656923,0.24482785063659993
saxpy,f32,aligned,2,32768,native,0.0021178607428008387,0.00010589303714004193,30.9444330666093,0.252064724637551
saxpy,f32,aligned,2,65536,scalar,0.015914213367039777,0.0007957106683519889,8.236159524633852,0.9470433369667836
saxpy,f32,aligned,2,65536,auto,0.015283506314839703,0.0007641753157419853,8.57604251929638,0.9095104160747504
saxpy,f32,aligned,2,65536,native,0.01656455385576254,0.0008282276927881271,7.9127998943600995,0.9857446294780564
saxpy,f32,aligned,2,262144,scalar,0.05951069460156847,0.0029755347300784237,8.809979508896234,0.885359607490986
saxpy,f32,aligned,2,262144,auto,0.063310823265427,0.0031655411632713504,8.28117489172353,0.9418953351408588
saxpy,f32,aligned,2,262144,native,0.06465709230200124,0.0032328546151000623,8.108746950004313,0.961924209510059
saxpy,f32,aligned,2,1048576,scalar,1.0043443904135823,0.05021721952067912,2.088080562820097,3.7354880548600873
saxpy,f32,aligned,2,1048576,auto,0.9810789455974235,0.049053947279871175,2.1375976004896824,3.648956191854431
saxpy,f32,aligned,2,1048576,native,0.9942926599513677,0.04971463299756839,2.109189863779719,3.698102353868803
saxpy,f32,aligned,2,4194304,scalar,3.5862006698546764,0.17931003349273383,2.3391351383412493,3.334565785511312
saxpy,f32,aligned,2,4194304,auto,4.0304679780934585,0.20152339890467294,2.081298758753092,3.7476599489604205
saxpy,f32,aligned,2,4194304,native,3.9095844243429547,0.19547922121714775,2.1456520922705975,3.6352584969848447
saxpy,f32,aligned,2,16777216,scalar,15.641185588429689,0.7820592794214845,2.1452614196216264,3.635920512370812
saxpy,f32,aligned,2,16777216,auto,15.641046709639218,0.782052335481961,2.145280467663406,3.635888228869018
saxpy,f32,aligned,2,16777216,native,15.624145660978074,0.7812072830489037,2.1476010738816607,3.63195944296208
saxpy,f32,aligned,4,4096,scalar,0.0007327103345452267,3.663551672726134e-05,11.180407336665382,0.6976490001773399
saxpy,f32,aligned,4,4096,auto,0.00016979228317518327,8.489614158759164e-06,48.247186779082895,0.16166745712480826
saxpy,f32,aligned,4,4096,native,0.00015999538224927934,7.999769112463967e-06,51.20147772287908,0.15233935321586656
saxpy,f32,aligned,4,8192,scalar,0.0015281597226242613,7.640798613121307e-05,10.721392376357272,0.7275174460735618
saxpy,f32,aligned,4,8192,auto,0.0008576545385148843,4.2882726925744215e-05,19.103262752355462,0.4083072143808653
saxpy,f32,aligned,4,8192,native,0.0008323032159061543,4.161516079530772e-05,19.685133599012026,0.396238103275635
saxpy,f32,aligned,4,16384,scalar,0.002938213858899147,0.00014691069294495737,11.15235363169824,0.6994039336979171
saxpy,f32,aligned,4,16384,auto,0.0017696934960557897,8.84846748027895e-05,18.51620072799713,0.42125272428085814
saxpy,f32,aligned,4,16384,native,0.0017523337416186,8.761668708093002e-05,18.699634220210115,0.41712045851516966
saxpy,f32,aligned,4,32768,scalar,0.0058566848006684725,0.00029283424003342365,11.189948277995057,0.6970541602358106
saxpy,f32,aligned,4,32768,auto,0.003671215001980442,0.0001835607500990221,17.851310796193225,0.4369427034827797
saxpy,f32,aligned,4,32768,native,0.0032811365648448133,0.00016405682824224068,19.97356669093706,0.39051613168013827
saxpy,f32,aligned,4,65536,scalar,0.024289903686232774,0.0012144951843116388,5.396151491300068,1.4454746151170015
saxpy,f32,aligned,4,65536,auto,0.02544067434243738,0.0012720337171218692,5.152064691200416,1.5139561452561305
saxpy,f32,aligned,4,65536,native,0.024426084582399372,0.0012213042291199688,5.366066737296331,1.4535786418359
saxpy,f32,aligned,4,262144,scalar,0.10063062634155034,0.0050315313170775176,5.210024214899692,1.4971139630586483
saxpy,f32,aligned,4,262144,auto,0.09970983044677638,0.00498549152233882,5.258137514132642,1.4834149884888759
saxpy,f32,aligned,4,262144,native,0.09744704908836599,0.0048723524544183,5.380234752153144,1.449750867632398
saxpy,f32,aligned,4,1048576,scalar,1.481441038404531,0.07407205192022655,1.4156162450167926,5.509967851426764
saxpy,f32,aligned,4,1048576,auto,1.4497917262502047,0.07248958631251023,1.4465194979586151,5.392253620506094
saxpy,f32,aligned,4,1048576,native,1.4397811953402884,0.07198905976701442,1.4565768790335838,5.35502115423882
saxpy,f32,aligned,4,4194304,scalar,6.213497181757789,0.31067485908788944,1.3500622523219485,5.777511360372395
saxpy,f32,aligned,4,4194304,auto,6.277125246600964,0.31385626233004826,1.3363773495745357,5.836674800334873
saxpy,f32,aligned,4,4194304,native,6.127235572398722,0.30636177861993613,1.3690689546502917,5.697302516068224
saxpy,f32,aligned,4,16777216,scalar,24.480905146418,1.2240452573209,1.3706369024884533,5.690785054625881
saxpy,f32,aligned,4,16777216,auto,25.351117278828795,1.26755586394144,1.3235878967757349,5.893072926249045
saxpy,f32,aligned,4,16777216,native,25.232837552809073,1.2616418776404537,1.3297922570053766,5.865577844140255
saxpy,f32,aligned,8,4096,scalar,0.0006959563701712789,3.4797818508563945e-05,11.770852816511905,0.6626537704267548
saxpy,f32,aligned,8,4096,auto,0.00025038204316548014,1.2519102158274007e-05,32.71800124494479,0.23840087117806946
saxpy,f32,aligned,8,4096,native,0.00026926469008687216,1.3463234504343608e-05,30.423595449358906,0.2563799539401371
saxpy,f32,aligned,8,8192,scalar,0.0015339794117272953,7.669897058636477e-05,10.680717012721342,0.7302880500166566
saxpy,f32,aligned,8,8192,auto,0.0015113517426782524,7.556758713391263e-05,10.84062666376132,0.7195156001520001
saxpy,f32,aligned,8,8192,native,0.001556164316504812,7.780821582524061e-05,10.528451157907874,0.740849711226656
saxpy,f32,aligned,8,16384,scalar,0.003021420009005365,0.00015107100045026826,10.845231679916969,0.7192100851514236
saxpy,f32,aligned,8,16384,auto,0.0029387827379718885,0.00014693913689859444,11.150194798889364,0.6995393480279765
saxpy,f32,aligned,8,16384,native,0.002998196888573784,0.0001499098444286892,10.929235543162562,0.7136821206932226
saxpy,f32,aligned,8,32768,scalar,0.005695616003237498,0.0002847808001618749,11.506393682921756,0.6778839847603223
saxpy,f32,aligned,8,32768,auto,0.005941026011032992,0.0002970513005516496,11.031091242201946,0.7070923291939901
saxpy,f32,aligned,8,32768,native,0.005864031203170302,0.00029320156015851515,11.175929617251851,0.697928518443731
saxpy,f32,aligned,8,65536,scalar,0.04294757386156771,0.0021473786930783856,3.0519069697040972,2.5557790841692207
saxpy,f32,aligned,8,65536,auto,0.04055761246284943,0.002027880623142472,3.231748420103903,2.4135542084520383
saxpy,f32,aligned,8,65536,native,0.04488670554180555,0.0022443352770902775,2.920062820781649,2.6711754091345465
saxpy,f32,aligned,8,262144,scalar,0.17286733243448793,0.008643366621724397,3.0328922915420766,2.5718025073795427
saxpy,f32,aligned,8,262144,auto,0.17918016043703155,0.008959008021851579,2.9260382328112047,2.665720465486233
saxpy,f32,aligned,8,262144,native,0.16530461835909938,0.008265230917954969,3.1716476236681017,2.459289595033598
saxpy,f32,aligned,8,1048576,scalar,2.569012973582613,0.12845064867913067,0.8163259670407269,9.555006596538727
saxpy,f32,aligned,8,1048576,auto,2.712350227258212,0.13561751136291061,0.7731862865364231,10.088125120455768
saxpy,f32,aligned,8,1048576,native,2.4911670432331867,0.12455835216165934,0.8418351574201101,9.265471905335835
saxpy,f32,aligned,8,4194304,scalar,10.753433880021749,0.5376716940010875,0.7800864443482339,9.99889186193581
saxpy,f32,aligned,8,4194304,auto,11.247977946826268,0.5623988973413134,0.7457880909489987,10.458734987407313
saxpy,f32,aligned,8,4194304,native,10.74644811820645,0.5373224059103225,0.7805935419525417,9.992396273852624
saxpy,f32,aligned,8,16777216,scalar,41.898901971187804,2.0949450985593905,0.8008427529455077,9.739739757039096
saxpy,f32,aligned,8,16777216,auto,42.904539794612454,2.145226989730623,0.7820718311075661,9.973508429466994
saxpy,f32,aligned,8,16777216,native,38.97072162775825,1.9485360813879127,0.8610164399958066,9.059060475126337
saxpy,f32,misaligned,1,4096,scalar,0.0006948228051410647,3.474114025705324e-05,11.79005631275565,0.6615744482544317
saxpy,f32,misaligned,1,4096,auto,0.00015508980770477957,7.75449038523898e-06,52.82100817091631,0.14766851807828132
saxpy,f32,misaligned,1,4096,native,0.0001408661616044825,7.043308080224125e-06,58.154491516572435,0.13412549566833049
saxpy,f32,misaligned,1,8192,scalar,0.001541112324207941,7.705561621039705e-05,10.631282186663846,0.7336838457532923
saxpy,f32,misaligned,1,8192,auto,0.0004436097629041762,2.2180488145208812e-05,36.93336209000228,0.21119117130447845
saxpy,f32,misaligned,1,8192,native,0.0004904321508227524,2.452160754113762e-05,33.407271469690734,0.233482103052824
saxpy,f32,misaligned,1,16384,scalar,0.0029506783182576073,0.00014753391591288038,11.105243088426425,0.7023709375735271
saxpy,f32,misaligned,1,16384,auto,0.0008365018618868905,4.182509309434453e-05,39.172656383675566,0.1991184851903609
saxpy,f32,misaligned,1,16384,native,0.0009043144525579432,4.5215722627897164e-05,36.23518335609086,0.2152603982529284
saxpy,f32,misaligned,1,32768,scalar,0.005899005062578468,0.0002949502531289234,11.109670072287422,0.7020910566423348
saxpy,f32,misaligned,1,32768,auto,0.0017251218199217959,8.62560909960898e-05,37.98920125128955,0.20532150566696178
saxpy,f32,misaligned,1,32768,native,0.0016942696098157367,8.471348049078685e-05,38.680974751785506,0.20164952021122354
saxpy,f32,misaligned,1,65536,scalar,0.012663535100923017,0.0006331767550461509,10.350348378664538,0.7535978224731409
saxpy,f32,misaligned,1,65536,auto,0.012612100776507972,0.0006306050388253986,10.39255888631514,0.7505370029965376
saxpy,f32,misaligned,1,65536,native,0.012091766892373327,0.0006045883446186664,10.83977231505111,0.7195723095742184
saxpy,f32,misaligned,1,262144,scalar,0.049429866996108775,0.002471493349805439,10.606704647642953,0.735383916034028
saxpy,f32,misaligned,1,262144,auto,0.050508567521866554,0.002525428376093328,10.38017955613216,0.7514320882235701
saxpy,f32,misaligned,1,262144,native,0.049311840632651066,0.0024655920316325533,10.632091466747053,0.7336280001348082
saxpy,f32,misaligned,1,1048576,scalar,0.7743651293028995,0.03871825646514498,2.708221122880239,2.8801193278134423
saxpy,f32,misaligned,1,1048576,auto,0.7688915587446894,0.03844457793723447,2.727500355737889,2.8597613135378728
saxpy,f32,misaligned,1,1048576,native,0.7191551356799161,0.035957756783995806,2.916132967634687,2.6747751513973927
saxpy,f32,misaligned,1,4194304,scalar,3.1452905558481,0.15726452779240502,2.6670375442430583,2.924593250228784
saxpy,f32,misaligned,1,4194304,auto,3.1754514825515447,0.15877257412757725,2.641705611341783,2.9526378588559683
saxpy,f32,misaligned,1,4194304,native,2.9406141435738253,0.14703070717869127,2.852672125763854,2.734278478607635
saxpy,f32,misaligned,1,16777216,scalar,12.78856330176317,0.6394281650881586,2.6237843304395123,2.972805313877843
saxpy,f32,misaligned,1,16777216,auto,11.627637362347672,0.5813818681173836,2.885748063373143,2.702938658783193
saxpy,f32,misaligned,1,16777216,native,12.524859416277575,0.6262429708138788,2.679026636929109,2.9115052058388318
saxpy,f32,misaligned,2,4096,scalar,0.0007164803088004689,3.582401544002345e-05,11.433670820228183,0.682195606523884
saxpy,f32,misaligned,2,4096,auto,0.00016110238877167982,8.055119438583991e-06,50.84964948353436,0.1533933877464725
saxpy,f32,misaligned,2,4096,native,0.00014179463810637508,7.089731905318754e-06,57.773693768690464,0.13500954311886298
saxpy,f32,misaligned,2,8192,scalar,0.001382075871250559,6.910379356252795e-05,11.854631385160559,0.6579706906588354
saxpy,f32,misaligned,2,8192,auto,0.0006166925495901076,3.0834627479505384e-05,26.56753354794026,0.2935914237550561
saxpy,f32,misaligned,2,8192,native,0.0006207680255215801,3.1038401276079005e-05,26.393111961966596,0.2955316527751663
saxpy,f32,misaligned,2,16384,scalar,0.002834982805829799,0.00014174914029148995,11.558447526601071,0.6748311122275522
saxpy,f32,misaligned,2,16384,auto,0.001216781718497703,6.083908592488516e-05,26.930056148819315,0.2896392030115382
saxpy,f32,misaligned,2,16384,native,0.0012555960907725376,6.277980453862688e-05,26.097564527967467,0.2988784639900449
saxpy,f32,misaligned,2,32768,scalar,0.005655851253939962,0.0002827925626969981,11.587292002127269,0.6731512417714188
saxpy,f32,misaligned,2,32768,auto,0.002353106557449679,0.00011765532787248396,27.850842450173012,0.2800633414933395
saxpy,f32,misaligned,2,32768,native,0.002430489620605326,0.0001215244810302663,26.964114326757716,0.2892733618274161
saxpy,f32,misaligned,2,65536,scalar,0.01644732236562342,0.000822366118281171,7.969199915115292,0.9787682682179464
saxpy,f32,misaligned,2,65536,auto,0.01719407602648377,0.0008597038013241885,7.623090638782324,1.0232070389295456
saxpy,f32,misaligned,2,65536,native,0.01758587095970762,0.000879293547985381,7.45325609975812,1.0465224722726396
saxpy,f32,misaligned,2,262144,scalar,0.06962596433258829,0.003481298216629415,7.530064466979426,1.0358477054485105
saxpy,f32,misaligned,2,262144,auto,0.07150714087372113,0.003575357043686057,7.331967039849523,1.063834569578218
saxpy,f32,misaligned,2,262144,native,0.07291286212923481,0.003645643106461741,7.190610609561902,1.0847479335938102
saxpy,f32,misaligned,2,1048576,scalar,1.0670725288027587,0.05335362644013794,1.9653321994456896,3.968794691401252
saxpy,f32,misaligned,2,1048576,auto,1.125836978526118,0.0562918489263059,1.8627492612167285,4.187359062435017
saxpy,f32,misaligned,2,1048576,native,1.1032231886351913,0.05516115943175957,1.900931762134558,4.103250919034238
saxpy,f32,misaligned,2,4194304,scalar,4.365223720203644,0.21826118601018218,1.9216902815713326,4.058926703642419
saxpy,f32,misaligned,2,4194304,auto,4.283662342635122,0.21418311713175608,1.9582794648655002,3.9830882874195517
saxpy,f32,misaligned,2,4194304,native,4.270866147899995,0.21354330739499977,1.964146781824272,3.971189970209594
saxpy,f32,misaligned,2,16777216,scalar,17.36093950450027,0.8680469752250135,1.9327543875895703,4.03569126531786
saxpy,f32,misaligned,2,16777216,auto,18.855202225434624,0.9427601112717312,1.7795848381162909,4.3830447601792235
saxpy,f32,misaligned,2,16777216,native,17.54356930320498,0.877178465160249,1.9126342775566225,4.078145043998922
saxpy,f32,misaligned,4,4096,scalar,0.0007416021592674344,3.708010796337172e-05,11.046354029082357,0.7061153371931137
saxpy,f32,misaligned,4,4096,auto,0.00017240980113424433,8.620490056712218e-06,47.51470012787394,0.16415972275965648
saxpy,f32,misaligned,4,4096,native,0.00016509537036284502,8.254768518142251e-06,49.6198044923713,0.15719529892946668
saxpy,f32,misaligned,4,8192,scalar,0.0013923685027203297,6.961842513601649e-05,11.766999876821316,0.6628707471446883
saxpy,f32,misaligned,4,8192,auto,0.0009527974618597071,4.7639873092985356e-05,17.19567972821954,0.453602307281843
saxpy,f32,misaligned,4,8192,native,0.0009421349082533247,4.7106745412666236e-05,17.39029077096314,0.44852614040380445
saxpy,f32,misaligned,4,16384,scalar,0.0030563498097586294,0.0001528174904879315,10.721285860464972,0.7275246739537753
saxpy,f32,misaligned,4,16384,auto,0.0019075207836983478,9.53760391849174e-05,17.178318726608367,0.4540607334242893
saxpy,f32,misaligned,4,16384,native,0.0018755375955436917,9.37768797771846e-05,17.47125734928338,0.4464475477673582
saxpy,f32,misaligned,4,32768,scalar,0.0059158661090417805,0.00029579330545208906,11.078005957544425,0.7040978340229169
saxpy,f32,misaligned,4,32768,auto,0.003783488036791781,0.00018917440183958907,17.321582455847125,0.4503052778164046
saxpy,f32,misaligned,4,32768,native,0.0039042523379476733,0.00019521261689738368,16.785800283198384,0.46467847039782484
saxpy,f32,misaligned,4,65536,scalar,0.026405932223293828,0.0013202966111646914,4.963733107077191,1.5713979441962573
saxpy,f32,misaligned,4,65536,auto,0.026296790497866023,0.0013148395248933013,4.984334495520907,1.5649029989879986
saxpy,f32,misaligned,4,65536,native,0.028063009687423486,0.0014031504843711744,4.670632318483654,1.6700094265892274
saxpy,f32,misaligned,4,262144,scalar,0.10377804896413827,0.005188902448206914,5.052012494291292,1.5439391745000428
saxpy,f32,misaligned,4,262144,auto,0.11069243709936065,0.005534621854968033,4.736439216072046,1.6468067348003634
saxpy,f32,misaligned,4,262144,native,0.10148089950770627,0.005074044975385314,5.166371233831906,1.5097637484743285
saxpy,f32,misaligned,4,1048576,scalar,1.7430629154326913,0.08715314577163458,1.2031418839975783,6.483025903880592
saxpy,f32,misaligned,4,1048576,auto,1.7044437564624593,0.08522218782312296,1.2304025826892635,6.339388513759222
saxpy,f32,misaligned,4,1048576,native,1.6943418880611774,0.08471709440305887,1.2377383896232155,6.301816333235351
saxpy,f32,misaligned,4,4194304,scalar,7.04679016223185,0.35233950811159254,1.1904154667411255,6.552334221054128
saxpy,f32,misaligned,4,4194304,auto,7.341862010571305,0.36709310052856525,1.142572277703057,6.82670160322859
saxpy,f32,misaligned,4,4194304,native,7.061002285896025,0.35305011429480126,1.1880194426159296,6.565549114941239
saxpy,f32,misaligned,4,16777216,scalar,26.20883981418365,1.3104419907091827,1.2802715510451963,6.092457489688172
saxpy,f32,misaligned,4,16777216,auto,27.70487498725691,1.3852437493628456,1.2111381847214124,6.440223005432007
saxpy,f32,misaligned,4,16777216,native,27.702674163489473,1.3851337081744737,1.211234402930776,6.439711406088408
saxpy,f32,misaligned,8,4096,scalar,0.0006774916653267096,3.3874583266335486e-05,12.0916616679698,0.6450726305600994
saxpy,f32,misaligned,8,4096,auto,0.0002907328745121987,1.4536643725609936e-05,28.177068086107603,0.2768208521966736
saxpy,f32,misaligned,8,4096,native,0.00028837135639319614,1.4418567819659808e-05,28.407814501625314,0.2745723364095373
saxpy,f32,misaligned,8,8192,scalar,0.001605687373848921,8.028436869244606e-05,10.203729733968482,0.7644263620618642
saxpy,f32,misaligned,8,8192,auto,0.0017227764662257586,8.613882331128794e-05,9.510229749013174,0.8201694602393138
saxpy,f32,misaligned,8,8192,native,0.0016520034096087677,8.260017048043839e-05,9.917655075469915,0.7864762326018303
saxpy,f32,misaligned,8,16384,scalar,0.0033006580827883865,0.00016503290413941933,9.927717193995958,0.7856791090621771
saxpy,f32,misaligned,8,16384,auto,0.0033417262156931727,0.00016708631078465863,9.805710547476119,0.7954548487062606
saxpy,f32,misaligned,8,16384,native,0.0034723042255160657,0.0001736152112758033,9.436961127773852,0.8265372607124423
saxpy,f32,misaligned,8,32768,scalar,0.006520027070976751,0.0003260013535488376,10.051492008633977,0.7760041985110269
saxpy,f32,misaligned,8,32768,auto,0.007112836319328352,0.0003556418159664176,9.213764672457472,0.8465594984552176
saxpy,f32,misaligned,8,32768,native,0.0068995966415723795,0.000344979832078619,9.498526276901995,0.8211800202066735
saxpy,f32,misaligned,8,65536,scalar,0.04902261587154426,0.002451130793577213,2.6737047313724083,2.9173004440158476
saxpy,f32,misaligned,8,65536,auto,0.0482306765575104,0.0024115338278755203,2.7176064976760044,2.8701727077375874
saxpy,f32,misaligned,8,65536,native,0.04589161698142046,0.002294580849071023,2.8561207606405636,2.7309769627004976
saxpy,f32,misaligned,8,262144,scalar,0.17795006799073812,0.008897503399536906,2.946264679299184,2.647419987350001
saxpy,f32,misaligned,8,262144,auto,0.1775131229418664,0.008875656147093321,2.9535168516622767,2.64091941632568
saxpy,f32,misaligned,8,262144,native,0.18381424543830902,0.00919071227191545,2.8522707734094492,2.7346632278801164
saxpy,f32,misaligned,8,1048576,scalar,2.900533389476939,0.14502666947384696,0.7230228783465875,10.788040369949398
saxpy,f32,misaligned,8,1048576,auto,3.2558448864598577,0.16279224432299289,0.644119137469191,12.109561021035617
saxpy,f32,misaligned,8,1048576,native,2.823893747182774,0.1411946873591387,0.7426455057284644,10.502992261898822
saxpy,f32,misaligned,8,4194304,scalar,10.682807801285938,0.5341403900642969,0.7852437445322404,9.933221441510954
saxpy,f32,misaligned,8,4194304,auto,11.596124575814637,0.5798062287907318,0.7233975407176664,10.782453023356696
saxpy,f32,misaligned,8,4194304,native,11.696689628015571,0.5848344814007785,0.7171779594722125,10.875961673083479
saxpy,f32,misaligned,8,16777216,scalar,45.94081005737559,2.29704050286878,0.7303839866579145,10.679314090237904
saxpy,f32,misaligned,8,16777216,auto,45.887362390171134,2.294368119508557,0.7312347071660673,10.666889746288502
saxpy,f32,misaligned,8,16777216,native,46.97126849262226,2.348563424631113,0.7143607800430251,10.918852515293764
saxpy,f64,aligned,1,4096,scalar,0.001459009011138908,7.29504505569454e-05,5.614769982541296,1.3891931502543313
saxpy,f64,aligned,1,4096,auto,0.00038760718129727005,1.9380359064863502e-05,21.13479934139109,0.36905957203597484
saxpy,f64,aligned,1,4096,native,0.00041604504408650683,2.0802252204325344e-05,19.690175658712246,0.39613663865658605
saxpy,f64,aligned,1,8192,scalar,0.003108442555936414,0.0001554221277968207,5.270806748128676,1.4798493613466814
saxpy,f64,aligned,1,8192,auto,0.0007458308017009928,3.729154008504964e-05,21.967448867267922,0.35507081623948633
saxpy,f64,aligned,1,8192,native,0.0008011103061023586,4.0055515305117934e-05,20.4516155580535,0.38138796311025375
saxpy,f64,aligned,1,16384,scalar,0.005588720915980702,0.0002794360457990351,5.863237848628538,1.3303229719436485
saxpy,f64,aligned,1,16384,auto,0.0014807833256883088,7.403916628441545e-05,22.12882832454136,0.3524813824575442
saxpy,f64,aligned,1,16384,native,0.001499663599157061,7.498317995785306e-05,21.85023362467317,0.35697558817825553
saxpy,f64,aligned,1,32768,scalar,0.011757811342313539,0.000587890567115677,5.57382646242602,1.3993977122504517
saxpy,f64,aligned,1,32768,auto,0.011090673224359032,0.0005545336612179517,5.909109273552468,1.3199958976745676
saxpy,f64,aligned,1,32768,native,0.011784408677216737,0.0005892204338608369,5.561246371801696,1.4025632886091695
saxpy,f64,aligned,1,65536,scalar,0.023091678456623885,0.0011545839228311943,5.676157332876849,1.3741690976079277
saxpy,f64,aligned,1,65536,auto,0.021567103481263613,0.0010783551740631808,6.077403955235277,1.2834427425678725
saxpy,f64,aligned,1,65536,native,0.022440738015501713,0.0011220369007750857,5.840806122751288,1.3354321023629254
saxpy,f64,aligned,1,262144,scalar,0.10382171263047016,0.005191085631523509,5.049887800118307,1.5445887728074403
saxpy,f64,aligned,1,262144,auto,0.098772455439317,0.00493862277196585,5.308038538356554,1.4694693611653757
saxpy,f64,aligned,1,262144,native,0.09285519834290495,0.0046427599171452475,5.6462967002004225,1.3814364377492117
saxpy,f64,aligned,1,1048576,scalar,1.327316013180275,0.06636580065901375,1.5799944995579334,4.936726046946594
saxpy,f64,aligned,1,1048576,auto,1.3870556399601506,0.06935278199800753,1.5119451156698012,5.158917423100077
saxpy,f64,aligned,1,1048576,native,1.3902451622448053,0.06951225811224027,1.5084763874407332,5.170780308489552
saxpy,f64,aligned,1,4194304,scalar,5.903138811577147,0.2951569405788574,1.4210419689857856,5.488930074012488
saxpy,f64,aligned,1,4194304,auto,5.559839871959333,0.27799199359796667,1.5087858990880947,5.169719576988554
saxpy,f64,aligned,1,4194304,native,6.152307742506018,0.3076153871253009,1.3634896612930274,5.7206154336389226
saxpy,f64,aligned,1,16777216,scalar,22.06788085757103,1.1033940428785516,1.520509930997211,5.1298579778985385
saxpy,f64,aligned,1,16777216,auto,21.361984740382884,1.0680992370191442,1.5707544222971197,4.965766697376564
saxpy,f64,aligned,1,16777216,native,23.12591968781203,1.1562959843906016,1.4509447603800196,5.375807689575368
saxpy,f64,aligned,2,4096,scalar,0.0013774451382497902,6.887225691248952e-05,5.947242305714565,1.3115322361265092
saxpy,f64,aligned,2,4096,auto,0.00056682457577344,2.8341228788672003e-05,14.452443225175799,0.5397011341592813
